ApplicationID,DeptName,Program,Year,ProductName,Glyphosate,ProductType,ProductTier,State,Gallons,Location,Address,Latitude,Longitude,Missing_LL
19288,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.046875,Lake Washington Blvd (South),4900 block Lake Wash Blvd S,47.718819,-122.295266,
19473,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0234375,Magnuson Park,7400 Sand Point Way,47.682338,-122.25677,
19535,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.015625,Ravenna Pk,NE 58th St / 20th Ave NE,47.671402,-122.305705,
19479,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0078125,Ravenna Pk,NE 58th St / 20th Ave NE,47.671402,-122.305705,
19287,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.15625,Seward Pk,5900 Lake Washington Blvd S,47.5543,-122.252449,
19497,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0234375,Magnuson Park,7400 Sand Point Way,47.682338,-122.25677,
19500,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0625,Magnuson Park,7400 Sand Point Way,47.682338,-122.25677,
19862,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.078125,Lake Washington Blvd (South),4900 block Lake Wash Blvd S,47.718819,-122.295266,
19286,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.0234375,Atlantic City ,8702 Seward Park Ave S,47.589165,-122.30566,
19285,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.001953125,Martha Washington Pk,6612 57th Ave South,47.542398,-122.260054,
19861,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.0234375,Lake Washington Blvd (South),4900 block Lake Wash Blvd S,47.718819,-122.295266,
19505,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.40625,Westcrest Pk,SW Henderson St / 8th Ave SW,47.524762,-122.33989,
19515,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.05078125,E Duwamish GB: S Chicago St,Cecil Ave South,47.586761,-122.318448,
19516,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.093046875,E Duwamish GB: S Chicago St,Cecil Ave South,47.586761,-122.318448,
19620,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.02390625,SW Queen Anne Greenbelt,W Galer St / 11th Ave W,47.633353,-122.373209,
19606,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.1875,North Beach Pk,24th Ave NW / NW 90th St,47.69471,-122.390258,
19520,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.015625,NE Queen Anne Greenbelt,Dexter Ave N,47.671728,-122.322634,
19518,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0234375,Peppi PG,3233 E Spruce St,47.602811,-122.290938,
19517,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.005859375,Peppi PG,3233 E Spruce St,47.602811,-122.290938,
19604,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.005625,North Beach Pk,24th Ave NW / NW 90th St,47.69471,-122.390258,
19519,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.03234375,NE Queen Anne Greenbelt,Dexter Ave N,47.671728,-122.322634,
19521,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.0046875,Fauntleroy Pk,3951 SW Barton St,47.5192,-122.383222,
19523,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.04359375,Discovery Pk,W Emerson St / W Government Way,47.660498,-122.416228,
19522,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0078125,Fauntleroy Pk,3951 SW Barton St,47.5192,-122.383222,
19524,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.01171875,Discovery Pk,W Emerson St / W Government Way,47.660498,-122.416228,
19882,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,0.0625,Emma Schmidtz Memorial Overlook,4503 Beach Drive SW,47.56289757,-122.4071204,
19881,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,0.0234375,Bar-S PG,6425 SW Admiral Way,47.57519512,-122.4160544,
19512,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.02734375,Duwamish Head GB,3600 Admiral Way SW,47.583406,-122.395546,
19510,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.02578125,Duwamish Head GB,3600 Admiral Way SW,47.583406,-122.395546,
19880,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,0.015625,Seacrest Pk,1660 Harbor Ave SW,47.588951,-122.378676,
19511,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.020390625,Duwamish Head GB,3600 Admiral Way SW,47.583406,-122.395546,
19615,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.09375,Carkeek Pk,950 NW Carkeek Park Rd,47.710823,-122.37241,
19513,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0625,Duwamish Head GB,3600 Admiral Way SW,47.583406,-122.395546,
19612,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.65625,Licorice Fern Natural Area,12th Ave NE & NE 130th St,47.723176,-122.316861,
19607,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.02765625,North Beach Pk,24th Ave NW / NW 90th St,47.69471,-122.390258,
19609,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.375,North Beach Pk,24th Ave NW / NW 90th St,47.69471,-122.390258,
19613,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.75,Licorice Fern Natural Area,12th Ave NE & NE 130th St,47.723176,-122.316861,
19621,Parks and Recreation,Restoration,2013,Aquamaster,Y,Herbicide,Tier 2,L,0.25,Kubota Gardens,Between 51th & 55th Ave S,47.511157,-122.267366,
19623,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.65625,Kubota Gardens,Between 51th & 55th Ave S,47.511157,-122.267366,
19624,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.0065625,Kubota Gardens,Between 51th & 55th Ave S,47.511157,-122.267366,
19617,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,1.828125,SW Queen Anne Greenbelt,W Galer St / 11th Ave W,47.633353,-122.373209,
19509,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.0390625,Duwamish Head GB,3600 Admiral Way SW,47.583406,-122.395546,
19587,Parks and Recreation,Restoration,2013,Roundup Pro,Y,Herbicide,Tier 2,L,0.07578125,Burke-Gilman Trail,3rd Ave NW to NE 145th St,47.66663386,-122.282623,
19586,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.03375,Burke-Gilman Trail,3rd Ave NW to NE 145th St,47.66663386,-122.282623,
19601,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.223359375,St. Mark's Greenbelt,"E of Lkview Blvd E,Hghlnd-Blaine",47.63115,-122.322174,
19591,Parks and Recreation,Restoration,2013,Aquamaster,Y,Herbicide,Tier 2,L,0.0234375,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19592,Parks and Recreation,Restoration,2013,Aquamaster,Y,Herbicide,Tier 2,L,0.0234375,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19594,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.00390625,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19602,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.375,St. Mark's Greenbelt,"E of Lkview Blvd E,Hghlnd-Blaine",47.63115,-122.322174,
19578,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.0271875,Sturtevant Ravine,adjacent to Kubota Gardens,47.51783,-122.268561,
19582,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.065625,Sturtevant Ravine,adjacent to Kubota Gardens,47.51783,-122.268561,
19595,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.00078125,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19580,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.008984375,Sturtevant Ravine,adjacent to Kubota Gardens,47.51783,-122.268561,
19628,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.116484375,John C Little Park,6961 37th Ave S,47.539047,-122.286687,
19584,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.000234375,Arboretum DOT Addition,Lake Washington Blvd/E Miller St,47.63987,-122.294417,
19596,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.001953125,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19597,Parks and Recreation,Restoration,2013,Aquamaster,Y,Herbicide,Tier 2,L,0.0078125,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19603,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.46875,St. Mark's Greenbelt,"E of Lkview Blvd E,Hghlnd-Blaine",47.63115,-122.322174,
19599,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.13546875,Puget Pk,1900 SW Dawson St,47.55187,-122.358556,
19598,Parks and Recreation,Restoration,2013,Aquamaster,Y,Herbicide,Tier 2,L,0.46875,Puget Pk,1900 SW Dawson St,47.55187,-122.358556,
19600,Parks and Recreation,Restoration,2013,Aquamaster,Y,Herbicide,Tier 2,L,2.015625,Puget Pk,1900 SW Dawson St,47.55187,-122.358556,
19852,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.078125,Arroyo Heights,4120 SW Arroyo Dr,47.505679,-122.387822,
19853,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.078125,Arroyo Heights,4120 SW Arroyo Dr,47.505679,-122.387822,
19610,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.0028125,St. Mark's Greenbelt,"E of Lkview Blvd E,Hghlnd-Blaine",47.63115,-122.322174,
19611,Parks and Recreation,Restoration,2013,Garlon 4,N,Herbicide,Tier 2,L,0.09375,St. Mark's Greenbelt,"E of Lkview Blvd E,Hghlnd-Blaine",47.63115,-122.322174,
19851,Parks and Recreation,Restoration,2013,Polaris Herbicide,N,Herbicide,Tier 2,L,0.078125,Arroyo Heights,4120 SW Arroyo Dr,47.505679,-122.387822,
19632,Parks and Recreation,Restoration,2013,EZJect Copperhead,N,Herbicide,Tier 2,S,0.009375,John C Little Park,6961 37th Ave S,47.539047,-122.286687,
18788,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,8,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
18787,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,20,Wallingford Playfield,4219 Wallingford Ave N,47.65854443,-122.3374437,
18788,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,8,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
18787,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,20,Wallingford Playfield,4219 Wallingford Ave N,47.65854443,-122.3374437,
18789,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,8,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
18789,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,8,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
21911,Parks and Recreation,Golf,2013,Iprodione 2SE,N,Fungicide,Tier 1,L,4,Jackson Golf,,47.729889,-122.319111,
21911,Parks and Recreation,Golf,2013,Docket WS,N,Fungicide,Tier 1,L,4,Jackson Golf,,47.729889,-122.319111,
21933,Parks and Recreation,Golf,2013,Enclave TM,N,Fungicide,Tier 1,L,160,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
22379,Parks and Recreation,Golf,2013,Secure,N,Fungicide,Tier 1,L,171,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
18821,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,1.5,Denny Park,100 Dexter Ave N,47.61833,-122.284838,
22509,Parks and Recreation,Golf,2013,Clearys 3336,N,Fungicide,Tier 1,L,370,Jefferson Golf,,47.568067,-122.311441,
22509,Parks and Recreation,Golf,2013,26GT,N,Fungicide,Tier 1,L,370,Jefferson Golf,,47.568067,-122.311441,
22509,Parks and Recreation,Golf,2013,Subdue Maxx,N,Fungicide,No Tier,L,370,Jefferson Golf,,47.568067,-122.311441,
22120,Parks and Recreation,Golf,2013,Dithane 75DF Rainshield,N,Fungicide,Tier 1,L,375,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
19551,Parks and Recreation,Greenhouses,2013,Talstar Nursery Flowable,N,insecticide,Tier 1,L,2,Greenhouse Jefferson,,47.567097,-122.312213,
19552,Parks and Recreation,Greenhouses,2013,Talstar Nursery Flowable,N,insecticide,Tier 1,L,1,Greenhouse Jefferson,,47.567097,-122.312213,
19063,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,6,Dragonfly Pavilion,Yancy St,47.566545,-122.366942,
22121,Parks and Recreation,Golf,2013,Secure,N,Fungicide,Tier 1,L,375,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
22121,Parks and Recreation,Golf,2013,Daconil Weather Stik,N,Fungicide,Tier 1,L,375,West Seattle Golf,4470 35th Ave SW,47.563271,-122.356966,
22380,Parks and Recreation,Golf,2013,Secure,N,Fungicide,Tier 1,L,171,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22510,Parks and Recreation,Golf,2013,Medallion SC,N,Fungicide,Tier 1,L,364,Jefferson Golf,,47.568067,-122.311441,
22510,Parks and Recreation,Golf,2013,BannerMaxx II,N,Fungicide,Tier 1,L,364,Jefferson Golf,,47.568067,-122.311441,
22510,Parks and Recreation,Golf,2013,Daconil Action,N,Fungicide,Tier 1,L,364,Jefferson Golf,,47.568067,-122.311441,
19065,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,1.5,Greg Davis Pk,26th Ave SW/ SW Brandon St,47.55437,-122.366001,
19065,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,1.5,Greg Davis Pk,26th Ave SW/ SW Brandon St,47.55437,-122.366001,
19064,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,0.5,Dragonfly Pavilion,Yancy St,47.566545,-122.366942,
22381,Parks and Recreation,Golf,2013,Clearys 3336,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22381,Parks and Recreation,Golf,2013,Dithane 75DF Rainshield,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
19074,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,0.25,Seacrest Pk,1660 Harbor Ave SW,47.588951,-122.378676,
19071,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,2,Morgan Junction Park,,47.545781,-122.387537,
19071,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,2,Morgan Junction Park,,47.545781,-122.387537,
19074,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,0.25,Seacrest Pk,1660 Harbor Ave SW,47.588951,-122.378676,
19073,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,4,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19073,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,4,Hamilton Viewpoint,1531 California Ave SW,47.59074752,-122.3890697,
19344,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,2.5,A.B. Ernst Park,723 N 35th St,47.650088,-122.348825,
19343,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,2.5,A.B. Ernst Park,723 N 35th St,47.650088,-122.348825,
19345,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,2.5,North Passage Point Pk,600 NE Northlake Way,47.69471,-122.390258,
19346,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,2.5,North Passage Point Pk,600 NE Northlake Way,47.69471,-122.390258,
19075,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,4,South Park PG,738 S Sullivan St,47.520795,-122.323649,
19062,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.5,Tilicum Place,5th Ave / Denny Way,47.618382,-122.347411,
19347,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,4,Gas Works Pk,2101 N Northlake Way,47.645638,-122.334908,
19348,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,7,North Passage Point Pk,600 NE Northlake Way,47.69471,-122.390258,
22382,Parks and Recreation,Golf,2013,Proxy,N,Plant Growth Regulator,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22382,Parks and Recreation,Golf,2013,Primo,N,Plant Growth Regulator,No Tier,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22511,Parks and Recreation,Golf,2013,Spotrete F,N,Fungicide,No Tier,L,375,Jefferson Golf,,47.568067,-122.311441,
22511,Parks and Recreation,Golf,2013,Turfcide 400,N,Adjuvant,Tier 1,L,375,Jefferson Golf,,47.568067,-122.311441,
19554,Parks and Recreation,Greenhouses,2013,Talstar Nursery Flowable,N,insecticide,Tier 1,L,5,Greenhouse Jefferson,,47.567097,-122.312213,
19238,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,1.5,Mapes Plaza,S Henderson & 52nd Ave S,47.523349,-122.267361,
19091,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,11,Riverview PF,7226 12th Ave SW,47.539329,-122.348855,
19105,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,2.5,Rainier PF,3701 S Alaska St,47.667567,-122.359434,
19104,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,0.5,Genesee Park,45th Ave S / S Genesee St,47.564857,-122.278746,
19103,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Rainier PF,3701 S Alaska St,47.667567,-122.359434,
19556,Parks and Recreation,Greenhouses,2013,Aliette WDG (Chipco),N,Fungicide,Tier 2,S,5,Greenhouse Jefferson,,47.567097,-122.312213,
21918,Parks and Recreation,Golf,2013,Civitas,N,Fungicide,No Tier,L,160,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
21918,Parks and Recreation,Golf,2013,Quicksilver,N,Herbicide,No Tier,L,160,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
19349,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,4,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
19092,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,0.5,Longfellow Creek NA,Unknown,47.530167,-122.363435,
19094,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,2,South Park PG,738 S Sullivan St,47.520795,-122.323649,
19093,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,4,Riverview PF,7226 12th Ave SW,47.539329,-122.348855,
21917,Parks and Recreation,Golf,2013,Quicksilver,N,Herbicide,No Tier,L,160,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
19102,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Colman Park,1745 24th Ave South,47.585469,-122.288611,
19090,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,0.25,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
19089,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,1,Seola Pk,11399 Seola Beach Dr SW,47.500389,-122.374332,
19095,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,6,Hiawatha PF,2700 California Ave SW,47.57827243,-122.3849647,
19100,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Colman Park,,47.585469,-122.288611,
19101,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Lake Washington Blvd (South),4900 block Lake Wash Blvd S,47.718819,-122.295266,
22383,Parks and Recreation,Golf,2013,Secure,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22383,Parks and Recreation,Golf,2013,Affirm,N,Fungicide,Tier 1,S,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22512,Parks and Recreation,Golf,2013,Bayleton 50 Turf and Ornamental,N,Fungicide,Tier 1,S,372,Jefferson Golf,,47.568067,-122.311441,
22512,Parks and Recreation,Golf,2013,Secure,N,Fungicide,Tier 1,L,372,Jefferson Golf,,47.568067,-122.311441,
22512,Parks and Recreation,Golf,2013,Primo,N,Plant Growth Regulator,No Tier,L,372,Jefferson Golf,,47.568067,-122.311441,
19099,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Martin Luther King Park,,47.582757,-122.297163,
19098,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,1,Atlantic City ,8702 Seward Park Ave S,47.589165,-122.30566,
19097,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,2,Pritchard Island Beach,8400 55th Ave South,47.52895,-122.262831,
22384,Parks and Recreation,Golf,2013,Iprodione 2SE,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22384,Parks and Recreation,Golf,2013,Proxy,N,Plant Growth Regulator,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
22384,Parks and Recreation,Golf,2013,Clearys 3336,N,Fungicide,Tier 1,L,144,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
19117,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,0.25,Lincoln Pk,7367 47th Ave SW,47.531177,-122.396012,
19116,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,0.5,Dragonfly Pavilion,Yancy St,47.566545,-122.366942,
21915,Parks and Recreation,Golf,2013,Protocol,N,Fungicide,Tier 1,L,7.5,Jackson Golf,1000 NE 135th St,47.729889,-122.319111,
22513,Parks and Recreation,Golf,2013,Proxy,N,Plant Growth Regulator,Tier 1,L,375,Jefferson Golf,,47.568067,-122.311441,
22385,Parks and Recreation,Golf,2013,Civitas,N,Fungicide,No Tier,L,171,Interbay PF,2501 15th Ave W,47.64723939,-122.3791913,
19115,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,1,Denny Park,100 Dexter Ave N,47.61833,-122.284838,
19118,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,4,Westbridge Grounds,4209 W Marginal Way SW,47.565461,-122.354103,
19118,Parks and Recreation,Developed Park,2013,Ranger Pro,N,Herbicide,Tier 2,L,4,Westbridge Grounds,4209 W Marginal Way SW,47.565461,-122.354103,
19119,Parks and Recreation,Developed Park,2013,Element 4,N,Herbicide,Tier 2,L,0.5,Camp Long,5200 35th Ave SW,47.556242,-122.373161,
19350,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,6,A.B. Ernst Park,723 N 35th St,47.650088,-122.348825,
19351,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,6,A.B. Ernst Park,723 N 35th St,47.650088,-122.348825,
19120,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Denny Park,100 Dexter Ave N,47.61833,-122.284838,
19121,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Cascade PG,309 Pontius Ave N,47.666216,-122.358092,
19125,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,13.5,Rainier CC Grounds,4600 38th South,47.667567,-122.359434,
19126,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,4.5,Genesee Park,45th Ave S / S Genesee St,47.564857,-122.278746,
19553,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,3,Green Lake Pk,5701 West Green Lake Way N,47.681711,-122.331029,
19553,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Green Lake Pk,5701 West Green Lake Way N,47.681711,-122.331029,
19555,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,20,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
19555,Parks and Recreation,Developed Park,2013,Surflan AS,N,Herbicide,Tier 2,L,20,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
20155,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Green Lake Pk,5701 West Green Lake Way N,47.681711,-122.331029,
19137,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,9,Washington Park,1075 Lake Washington Blvd. E,47.63987,-122.294417,
19133,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,5.5,Seward Pk,5900 Lake Washington Blvd S,47.5543,-122.252449,
19135,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,6,Pritchard Island Beach,8400 55th Ave South,47.52895,-122.262831,
19134,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,3,Seward Pk,5900 Lake Washington Blvd S,47.5543,-122.252449,
20156,Parks and Recreation,Developed Park,2013,RoundUp Pro Max,N,Herbicide,Tier 2,L,2,Woodland Pk,Aurora Ave N / N 59th St,47.668907,-122.344218,
